,pureza,entropia,silhueta,n_groups
0.5,0.5486725663716814,1.2860031724618788,0.21450080857573786,3.0
0.51,0.5427728613569321,1.3347045966272435,0.20059166565762312,3.0
0.52,0.5663716814159292,1.3169436315416754,0.15828662265486187,4.0
0.53,0.5752212389380531,1.2155836390814818,0.2033820397810794,3.0
0.54,0.5693215339233039,1.3287772128086692,0.15991236044813142,4.0
0.55,0.551622418879056,1.3381200754809501,0.18890847123672583,3.0
0.56,0.5811209439528024,1.2289927453947136,0.19771996826358187,4.0
0.57,0.5575221238938053,1.3546554218658668,0.21094162259929114,3.0
0.58,0.5575221238938053,1.3546554218658668,0.21094162259929114,3.0
0.59,0.5575221238938053,1.3244594666338836,0.21254239417467258,3.0
0.6,0.5811209439528024,1.2289927453947136,0.19771996826358187,4.0
0.61,0.5575221238938053,1.3244594666338836,0.21254239417467258,3.0
0.62,0.5693215339233039,1.3287772128086692,0.15991236044813142,4.0
0.63,0.5693215339233039,1.3287772128086692,0.15991236044813142,4.0
0.64,0.5811209439528024,1.2289927453947136,0.19771996826358187,4.0
0.65,0.5221238938053098,1.2796927255168669,0.20445135022225785,3.0
0.66,0.5811209439528024,1.2289927453947136,0.19771996826358187,4.0
0.67,0.5221238938053098,1.2796927255168669,0.20445135022225785,3.0
0.68,0.551622418879056,1.3381200754809501,0.18890847123672583,3.0
0.69,0.551622418879056,1.3381200754809501,0.18890847123672583,3.0
0.7,0.5427728613569321,1.3103577522672571,0.21740317529834327,3.0
0.71,0.5132743362831859,1.339756522674668,0.19187727948122651,4.0
0.72,0.56047197640118,1.294995834170384,0.19918994124615916,3.0
0.73,0.5309734513274336,1.3213114181355259,0.19590575912898725,3.0
0.74,0.5486725663716814,1.2860031724618788,0.21450080857573786,3.0
0.75,0.5486725663716814,1.2860031724618788,0.21450080857573786,3.0
0.76,0.5486725663716814,1.2860031724618788,0.21450080857573786,3.0
0.77,0.5486725663716814,1.2860031724618788,0.21450080857573786,3.0
0.78,0.5486725663716814,1.2860031724618788,0.21450080857573786,3.0
0.79,0.5486725663716814,1.2860031724618788,0.21450080857573786,3.0
0.8,0.5486725663716814,1.2860031724618788,0.21450080857573786,3.0
0.81,0.5486725663716814,1.2860031724618788,0.21450080857573786,3.0
0.82,0.5486725663716814,1.2860031724618788,0.21450080857573786,3.0
0.83,0.5486725663716814,1.2860031724618788,0.21450080857573786,3.0
0.84,0.5486725663716814,1.2860031724618788,0.21450080857573786,3.0
0.85,0.5486725663716814,1.2860031724618788,0.21450080857573786,3.0
0.86,0.5486725663716814,1.2860031724618788,0.21450080857573786,3.0
0.87,0.5486725663716814,1.2860031724618788,0.21450080857573786,3.0
0.88,0.5486725663716814,1.2860031724618788,0.21450080857573786,3.0
0.89,0.5486725663716814,1.2860031724618788,0.21450080857573786,3.0
0.9,0.5486725663716814,1.2860031724618788,0.21450080857573786,3.0
0.91,0.5486725663716814,1.2860031724618788,0.21450080857573786,3.0
0.92,0.5486725663716814,1.2860031724618788,0.21450080857573786,3.0
0.93,0.5486725663716814,1.2860031724618788,0.21450080857573786,3.0
0.94,0.5486725663716814,1.2860031724618788,0.21450080857573786,3.0
0.95,0.5486725663716814,1.2860031724618788,0.21450080857573786,3.0
