Media_Areas,Media_Extents,Media_Perimeters,Media_ConvexAreas,Media_Soliditys,Media_Eccentricitys,Media_MajorAxisLengths,Media_MinorAxisLengths,Media_EquivDiameters,Media_ValorPixelMinimoIr,Media_ValorPixelMaximoIr,Media_ValorPixelMediaIr,Media_ValorPixelMedianaIr,Media_ValorPixelDesvioPadraoIr,Media_ValorPixelMinimoIg,Media_ValorPixelMaximoIg,Media_ValorPixelMediaIg,Media_ValorPixelMedianaIg,Media_ValorPixelDesvioPadraoIg,Media_ValorPixelMinimoIb,Media_ValorPixelMaximoIb,Media_ValorPixelMediaIb,Media_ValorPixelMedianaIb,Media_ValorPixelDesvioPadraoIb,Media_ValorPixelMinimoIc,Media_ValorPixelMaximoIc,Media_ValorPixelMediaIc,Media_ValorPixelMedianaIc,Media_ValorPixelDesvioPadraoIc,Mediana_Extents,Mediana_Perimeters,Mediana_ConvexAreas,Mediana_Soliditys,Mediana_Eccentricitys,Mediana_MajorAxisLengths,Mediana_MinorAxisLengths,Mediana_EquivDiameters,Mediana_ValorPixelMinimoIr,Mediana_ValorPixelMaximoIr,Mediana_ValorPixelMediaIr,Mediana_ValorPixelMedianaIr,Mediana_ValorPixelDesvioPadraoIr,Mediana_ValorPixelMinimoIg,Mediana_ValorPixelMaximoIg,Mediana_ValorPixelMediaIg,Mediana_ValorPixelMedianaIg,Mediana_ValorPixelDesvioPadraoIg,Mediana_ValorPixelMinimoIb,Mediana_ValorPixelMaximoIb,Mediana_ValorPixelMediaIb,Mediana_ValorPixelMedianaIb,Mediana_ValorPixelDesvioPadraoIb,Mediana_ValorPixelMinimoIc,Mediana_ValorPixelMaximoIc,Mediana_ValorPixelMediaIc,Mediana_ValorPixelMedianaIc,Mediana_ValorPixelDesvioPadraoIc,Desvio_Areas,Desvio_Extents,Desvio_Perimeters,Desvio_ConvexAreas,Desvio_Soliditys,Desvio_Eccentricitys,Desvio_MajorAxisLengths,Desvio_MinorAxisLengths,Desvio_EquivDiameters,Desvio_ValorPixelMinimoIr,Desvio_ValorPixelMaximoIr,Desvio_ValorPixelMediaIr,Desvio_ValorPixelMedianaIr,Desvio_ValorPixelDesvioPadraoIr,Desvio_ValorPixelMinimoIg,Desvio_ValorPixelMaximoIg,Desvio_ValorPixelMediaIg,Desvio_ValorPixelMedianaIg,Desvio_ValorPixelDesvioPadraoIg,Desvio_ValorPixelMinimoIb,Desvio_ValorPixelMaximoIb,Desvio_ValorPixelMediaIb,Desvio_ValorPixelMedianaIb,Desvio_ValorPixelDesvioPadraoIb,Desvio_ValorPixelMinimoIc,Desvio_ValorPixelMaximoIc,Desvio_ValorPixelMediaIc,Desvio_ValorPixelMedianaIc,Desvio_ValorPixelDesvioPadraoIc,Moda_Areas,Moda_Extents,Moda_Perimeters,Moda_ConvexAreas,Moda_Eccentricitys,Moda_MajorAxisLengths,Moda_MinorAxisLengths,Moda_EquivDiameters,Moda_ValorPixelMinimoIr,Moda_ValorPixelMaximoIr,Moda_ValorPixelMediaIr,Moda_ValorPixelMedianaIr,Moda_ValorPixelDesvioPadraoIr,Moda_ValorPixelMinimoIg,Moda_ValorPixelMaximoIg,Moda_ValorPixelMediaIg,Moda_ValorPixelMedianaIg,Moda_ValorPixelDesvioPadraoIg,Moda_ValorPixelMinimoIb,Moda_ValorPixelMaximoIb,Moda_ValorPixelMediaIb,Moda_ValorPixelMedianaIb,Moda_ValorPixelDesvioPadraoIb,Moda_ValorPixelMinimoIc,Moda_ValorPixelMaximoIc,Moda_ValorPixelMediaIc,Moda_ValorPixelMedianaIc,Moda_ValorPixelDesvioPadraoIc,target
1276.73913043478,0.71785037930488,140.569391304348,1383.0869565217401,0.934659971604066,0.686021306008405,49.8990569503335,32.329376350734805,38.5863016388786,28.5652173913043,171.565217391304,85.6864624621945,82.9565217391304,24.864751003629603,35.2608695652174,179.21739130434796,92.41623571670652,89.5869565217391,25.676538709998002,104.73913043478301,229.652173913043,160.685850622263,158.95652173913,21.3135340546242,41.8695652173913,182.260869565217,98.18990946085381,95.5217391304348,24.742554470809303,0.75,138.964,1268.0,0.9643387815750368,0.7719858210176981,47.92651634466189,32.4532801053248,39.7823673768393,20.0,167.0,72.4531377343113,69.0,23.811309648508896,29.0,177.0,80.7211093990755,76.0,24.286174123956695,103.0,239.0,152.815100154083,149.0,19.7063744628692,36.0,182.0,85.70570107858241,81.0,24.224719054205107,639.104004723609,0.108662874529395,54.5937032247719,707.566053006777,0.0632303747558286,0.214050150777622,17.2553724920255,11.5221251101121,11.9543026208481,26.1912998860942,36.4427646977316,28.958439149931607,30.493633107241397,10.213353076222,26.8822641621239,42.05403074589029,33.2008435895733,34.7453895482791,12.0229989444395,26.695619986848307,23.280129442884803,24.3486288724483,25.6771533767588,8.00785758375101,26.2441410739895,38.182834543220295,30.838766863219103,32.4231532946013,10.924082664424699,1,0.553688823959094,0.0,1,0.0,1.15470053837925,1.15470053837925,1.12837916709551,9,100,56.2665782493369,57,0.0,35,255,60.18236074270561,58,0.0,85,255,130.74801061008,143,0.0,22,157,67.0762599469496,65,0.0,1
1294.71428571429,0.728362020742529,139.381535714286,1386.39285714286,0.953461893636653,0.754926608338431,52.195437053833,32.278992910240305,39.7744361462609,15.25,158.428571428571,69.9409037800066,66.03571428571429,24.135679351143303,19.8571428571429,163.75,74.6570557546667,70.5714285714286,24.413584228214397,88.2857142857143,221.42857142857102,144.503006941764,141.982142857143,21.9763421769468,26.785714285714306,168.5,81.204916640089,77.3214285714286,23.9258011703371,0.7413336147856271,131.049,1292.5,0.971115343171056,0.759534356494525,49.635996194078906,32.509639448108004,39.97210930710421,16.5,150.0,67.28628297627401,65.0,21.0570003781018,19.5,156.0,70.0193642880766,68.0,20.6668494492751,85.5,221.5,143.477259885114,141.5,20.6224331742554,27.0,161.0,77.40416901460391,75.5,20.5960593958435,537.878676747341,0.0877080850291296,45.719297128910895,679.482773841317,0.054498184622806006,0.109578385509966,14.989017920655101,7.7170931935624,8.30287410000764,8.461787745615691,39.103309106375896,18.2834995139155,15.5884148407937,11.263870785209804,10.105789634015899,43.8808361107418,21.810838324033494,18.851129392295803,13.129476813281801,14.0049122145612,27.3433972955333,17.3569577608395,15.7235858122011,7.60644850250995,9.94561933291959,40.286474156967394,20.2067672922318,17.503023170464598,11.910780080206196,411,0.4665178571428571,77.979,417,0.5291536297267581,32.7135963046845,16.691260809012,22.87578310979,17,133,45.0,53,11.121940522031698,24,149,45.45161290322579,55,8.85285726283998,72,255,115.777217741935,128,9.84715366115488,30,158,53.540145985401494,64,9.45336275066759,1
1175.71428571429,0.730422346508551,128.774928571429,1263.25,0.949736025651916,0.758109930698359,48.5314094472166,29.717805324906106,36.7762497314732,19.6785714285714,167.178571428571,77.5402576485935,72.96428571428571,29.1925973404629,25.428571428571402,171.035714285714,80.8589594252458,75.96428571428571,28.604982155046702,96.67857142857142,226.60714285714297,151.968220677423,148.946428571429,25.2689607179767,32.1785714285714,176.0,87.9697821535173,83.28571428571429,28.295664982866807,0.7418155245519928,122.159,1125.5,0.969573511015342,0.7922744543896809,46.1337547185409,28.932345984569807,37.4320040018365,21.0,175.0,76.05071499013809,71.0,29.086244862708,24.5,174.5,76.9333476259898,72.5,27.4429750500598,96.0,239.0,151.23483673425,149.0,24.5581382651756,32.0,182.5,84.30390434650191,81.0,27.400323879226605,793.014214862221,0.0787990108805278,53.71586942279311,931.097903313908,0.0544500485857386,0.14873576262035398,16.7255270664598,11.568796322757,12.2402713779443,8.45490684368845,41.7000342582936,19.5586896549674,19.5627805015642,11.0404034994061,9.908576798909829,47.7427381663332,21.9827050229771,20.209517638345602,13.0128466474985,13.0357160977023,29.4597519359377,18.3227690240129,18.5723506588345,7.80740785475994,9.537658581482725,43.56944223072289,20.7509526224983,19.6527392169682,11.748752965636301,280,0.568681318681319,58.569,288,0.22719983574306105,23.1209349189187,15.357251106077399,18.881394877652603,21,193,42.360714285714295,91,15.7321764955588,27,255,47.2214285714286,62,14.023585465292802,106,255,117.831946755408,171,14.8241334983006,32,133,53.8785714285714,70,14.52298819724,1
1459.42857142857,0.7429613233863219,142.614892857143,1581.71428571429,0.957627709409846,0.756511684328932,53.563029784904785,33.2013451256368,40.963713330367796,21.642857142857103,176.035714285714,82.18337387171741,78.6428571428571,28.017997852627698,29.535714285714306,184.10714285714297,87.5114662386743,83.21428571428571,28.434919486073998,95.6071428571429,236.39285714285703,154.17401354708798,151.660714285714,25.750195130879607,35.0,187.464285714286,93.5166629013225,89.6071428571429,27.9011141389218,0.7483161704954301,123.809,1148.5,0.976491843349806,0.7689460361309058,47.68001042883449,30.4341216200912,37.6699459780541,19.5,179.5,81.73270800497191,79.5,29.2593416320879,25.5,188.0,83.8485644660465,81.5,28.8234833045535,95.0,247.5,153.585092344484,153.0,26.5153803675308,32.0,192.5,91.0412904955994,89.5,28.4533757724687,1083.3237411052698,0.0785677681722606,70.0381886430218,1378.20602279552,0.0538387143292599,0.0994905947709427,22.3654756146545,11.774192227768301,13.6692925408338,12.475796673780101,34.9035519182208,22.7513943385447,24.0188418102281,8.219654763066531,14.5563582718194,39.881620463487295,25.931786903285108,26.3074516170231,9.20261002359133,18.7662804099076,23.1410158324265,24.7804729463556,25.9194098481873,6.66779778076079,14.2413066400108,36.2874145541737,24.7512518786116,25.3995323458178,8.51166370670692,367,0.568681318681319,72.405,378,0.589336702301932,27.6672936254953,18.1177231791302,21.616635097021998,15,193,41.26201923076921,48,14.795209761249303,25,255,40.456730769230795,59,13.3998340656069,84,255,99.70372596153852,132,15.2745704176752,32,200,47.4561298076923,65,14.185498966325,1
1213.1875,0.718168331005385,139.763125,1327.5625,0.945491177172739,0.7578838756308821,50.66631103876511,30.405284589983893,37.7068020424084,17.0625,171.03125,74.03940227069559,69.515625,27.910301612441806,23.34375,180.34375,80.080445342503,74.828125,28.440261105692,80.8125,229.03125,141.97596977673402,138.4375,26.6667528881388,28.53125,182.8125,85.3311876280877,80.4375,27.918643439707605,0.7248335123523091,115.34,1025.5,0.966614721424504,0.792211513623659,45.7867893060834,30.0653389164436,35.6605932500047,14.0,164.5,71.55326829658891,68.5,24.539672635419894,20.5,171.5,77.9172543105749,73.5,24.5525978152037,83.5,227.5,141.57379547933002,138.0,24.9473659753021,26.5,174.0,82.9932885816474,79.5,24.4042980725684,754.909712076283,0.082366816304113,68.4461178341366,947.820111471411,0.0530065076516355,0.14217417507328,18.5249898007315,10.4142481999481,11.262286705891302,13.997551629228001,33.7318499583539,19.153003479154002,19.0802568011223,9.511202081314801,15.386649795699,41.1728139047929,22.7677278573847,22.045630601754894,10.9562897356439,21.8461445627842,22.3007078941599,20.314177699201,20.9218014089024,8.06945856831592,15.5085499311748,36.6636301284195,21.256584650567802,20.7751984579628,10.0736215172419,254,0.511310285958173,60.629,749,0.242229386650502,25.0229602817781,13.6559517184635,17.9834046932924,13,124,47.24693042291951,76,17.5079603619206,16,137,50.5173370319001,55,16.7022009966625,87,255,107.15395284327299,117,17.735701383206198,26,146,57.427184466019405,58,16.9894299331519,1
1408.84375,0.7348074432935401,148.38096875,1535.25,0.948145741555252,0.7113964097098,52.17957706870689,33.559014206640896,40.345188651392,17.90625,168.28125,74.5746456051491,70.515625,26.1886817843652,23.65625,174.6875,80.0253141582547,75.5,26.398746176768604,94.0625,229.78125,150.224632514534,147.171875,23.1745795084488,30.21875,178.96875,86.39373997309099,82.171875,25.8316371508005,0.7591002220789459,126.108,1193.5,0.969254985894243,0.752259871454999,45.26020884730311,32.7870319913728,38.472599370212606,17.5,168.5,71.789750718335,68.0,23.226269902435497,22.5,174.5,78.0693416697007,74.5,23.3647635163222,93.0,232.0,150.923348966499,147.5,21.3098847905599,29.0,179.5,83.7704966456322,80.5,22.978468984602,917.832724564917,0.0921401587910247,76.0679413463807,1115.28700197491,0.0485685209945444,0.143180630756634,22.7489652640828,10.891563579043801,13.092675225250304,11.2231309960652,31.896237390598607,14.619788271138699,14.5161113911183,10.4326647592346,11.616477104638099,35.8603361623594,17.3600482243129,16.2584965380388,11.117671059637301,17.568185137693,21.067838774899602,15.639379659349,15.633199461505802,8.36443613154781,11.702589663775699,32.7152764701161,16.2027913411838,15.5835983747802,10.5346120779169,254,0.418578871522004,60.629,784,0.339454403076947,22.55891093693589,13.6559517184635,17.9834046932924,4,132,47.24693042291951,66,15.161685148919899,23,172,52.95361527967261,72,13.6980737735706,92,255,114.71759890859501,143,9.83266507622322,23,160,58.3396998635744,79,13.5177383332442,1
993.35,0.752885067630813,118.2641,1045.9,0.960165781476536,0.740246286404451,44.661944828113214,28.022798682199397,34.604049202207,21.225,147.75,67.0291242169596,63.75,21.6430850465455,28.7,155.525,73.5370588604205,70.2,21.6834885134755,99.925,213.475,144.847242016918,143.075,19.3298422251318,35.425,159.45,79.7180251982391,76.6375,21.176722886226,0.763812481514345,108.8975,903.0,0.970657870110425,0.7608695965510791,42.71646243449079,28.1081282375211,33.5001841864114,20.0,146.5,65.001340379902,63.0,19.995163875023398,28.5,151.0,71.4275681903967,67.5,20.021558678117,101.0,214.5,143.881628588936,142.0,18.7162597074227,35.0,156.5,77.7118446884316,74.5,19.502607928184,461.542483529484,0.0741841648239104,36.819819682841,524.822890760937,0.0345377092255174,0.134579590774943,13.157616654670598,7.47746572987123,8.31015940319887,10.976636026649402,33.1730118914264,15.3712582959339,15.2710552420299,6.61369900592661,10.9619388141014,36.505698536543896,15.9380770027251,15.353860284665403,6.89436442183009,16.4151079567199,26.6044024696897,15.5614571051726,15.6964596694237,5.675559696060881,11.2132876763606,34.1984779988218,15.6430356686682,15.274827415198601,6.60819912382294,846,0.537524366471735,59.305,548,0.35469233816047,23.581415600866602,13.5673039277199,32.8201257591428,20,119,40.95939086294421,58,11.197867081100199,24,172,49.9838056680162,65,11.020859986349098,113,218,120.21,141,10.272315022059301,35,126,56.04568527918779,57,10.813078580912304,1
1303.475,0.7231394330944191,138.983125,1415.175,0.951096028260278,0.7252583398336441,51.1691084267074,32.5552566126728,39.4833098212966,18.35,175.925,76.3433975231538,71.9125,27.2914643096068,24.025,181.875,80.9370421303544,76.3,27.2286993734893,95.875,234.85,152.438302315489,149.75,23.7415651397775,30.95,185.95,87.71331773005241,83.5,26.7284182229448,0.748282479931416,124.677,1222.5,0.973743439462907,0.735523443571136,48.17708315927339,32.428252036349605,38.9004446801253,16.0,171.0,76.6241556190289,74.0,24.791859678856202,24.0,178.0,81.116840653312,78.0,24.5988070689953,97.5,239.5,153.894005667458,152.5,22.498596852926998,32.0,182.0,87.25826856675009,85.5,24.0699452837532,731.206694531857,0.0945400656304576,60.6698525468861,962.596459036038,0.0621730991065237,0.134324239062963,18.2825959661378,8.956515614625902,10.162987705731,10.3763784997094,34.5857444324785,13.1671769878332,14.587001370204899,9.60993751689636,10.3613866510875,37.6155910801318,14.0529728609363,14.2877031582568,10.3184668387026,15.9135283521721,21.3500135110748,12.8195170067166,13.885059301093099,6.951545436350028,10.7939916810352,34.5742975529808,13.512878746215199,14.2491565202457,9.668195077774,334,0.440444834650278,67.898,342,0.391798124652986,24.1582256113906,18.271808139803106,20.621881774987106,16,163,52.5658682634731,58,15.5055714293856,22,172,52.431137724550894,65,16.4527059565897,83,255,118.444444444444,141,14.8804490633203,23,176,61.053892215568894,90,15.998931872924096,1
1068.05,0.7410318391294399,126.5794,1133.125,0.9591085250154492,0.7898344604078991,49.056363412966796,27.6098657597686,35.805186283470604,20.15,164.2,72.0078405011078,68.1625,25.284880467860305,24.625,169.8,74.85865451063609,70.7125,25.4049927695634,94.425,223.825,145.286976820523,143.1125,22.855488798509196,31.6,174.125,82.0262619099778,78.175,24.9691380660291,0.7601916783543711,119.7155,1032.0,0.971816626701083,0.8339198803493442,45.83147573378861,26.156356466155,35.644414988326105,19.5,156.0,68.3171071514895,65.0,22.8468734927763,23.0,155.0,70.8370818519716,66.5,22.691981567798198,96.5,220.5,143.183462375823,141.5,20.7012321212612,31.5,162.0,78.0814845307874,74.0,22.235008270006198,554.780111210624,0.0915659532564896,46.06712232239679,664.301838543525,0.0392758858643451,0.12774965891850398,14.3291272804178,8.78921338097951,8.93693752171492,11.2922710123068,37.7557603008791,14.8998971426773,14.894237183624101,8.45933989332221,11.2630266461005,44.125229715389615,16.7251864533358,16.1479090890653,9.845669027807268,14.0162680207953,24.8533003535051,15.5801292057622,15.750249285776501,6.31556377462671,11.295108993696699,39.76158918301649,15.939767661526,15.6576146789956,8.94811095691602,301,0.5082130413140871,72.033,957,0.391798124652986,31.3722498429997,12.7312922808144,19.5766468774733,22,143,38.2072398190045,65,15.156237717205501,29,150,37.2289592760181,65,13.507280420899301,86,255,102.307692307692,129,14.720656313522902,35,139,44.9402714932127,70,14.4550796547364,1
1379.85,0.7360846179034971,146.34799999999996,1567.9,0.9473570590747392,0.725482344742028,52.0916986265155,32.9956081079116,39.6365411462549,19.7,168.9,76.7730178729457,73.4,25.017891126894497,25.025,177.975,81.9055585643437,78.2,25.705295072347894,89.7,227.875,148.011602534347,146.0,23.130483395650398,31.25,180.8,87.90769856836741,84.575,25.078577335178398,0.7577980500956141,123.701,1138.0,0.973931576730232,0.7351181665111,46.8219181998484,31.5994606293424,37.631073673932,21.5,162.5,75.658850956108,74.0,22.8912043909282,26.0,169.5,78.81279700030571,77.5,23.054202465773606,96.5,227.0,146.51203772443998,146.0,22.1722547980397,33.5,174.0,85.2572891486837,84.0,22.6015488399607,1186.10086374404,0.0978624893861152,99.3093364299341,1766.32527131969,0.0706706375094359,0.132466150152422,25.6224363936286,12.629340991782101,13.8053944032685,14.3369703197265,34.0186977245131,15.9729469148528,16.9294160621425,7.46346186706151,14.7812901487502,39.2085073840111,17.0773594334389,17.351124991237302,8.594268906660451,19.618411028471503,20.3169595696267,15.3631789310551,16.685630237130898,5.7235564637510885,14.9644878775018,35.19629933926979,16.4089554638215,16.9673706468229,7.832246832842928,1335,0.398513475965546,46.569,957,0.3703639443298231,18.261096854819893,11.5598289807369,41.2283251202549,3,157,51.433611289287995,58,15.5055714293856,9,170,54.9646821392533,64,15.3733460317276,99,255,110.386144964721,147,15.2322841535976,35,140,61.4284797947402,82,15.483284406834304,1
